"scientificname";"longitude";"latitude";"collectioncode";"catalognumber";"identifiedby";"country";"stateprovince";"county";"locality";"daycollected";"monthcollected";"yearcollected";"collector";"collectornumber";"notes";"source"
"Cavanillesia arborea";-46.4803;-13.9358;"UB";"21006";"Pereira, BAS";"Brasil";"Goi·s";"Guarani de Goi·s";"";NA;NA;1996;"Pereira, BAS";"3121";".";"splink.mun"
"Cavanillesia arborea";-41.1703;-19.3942;"CVRD";"10544";"Folli, D. A.";"BRASIL";"MG";"ITUETA";"";7;11;2007;"Folli, D.A.";"5762";"<ll>dwc_commonname:</ll> Barriguda";"splink.mun"
"Cavanillesia arborea";-40.0722;-19.3911;"CVRD";"14487";"Folli, D. A";"BRASIL";"ES";"LINHARES";"";13;8;2013;"Folli, D.A.";"7103";"Mata de aluvial na cabruca cacau. <ll>dwc_commonname:</ll> Barriguda";"splink.mun"
"Cavanillesia arborea";-40.0722;-19.3911;"CVRD";"9823";"Folli, D. A.";"BRASIL";"ES";"LINHARES";"";1;11;2006;"Folli, D.A.";"5395";"Fazenda 3 Marias <ll>dwc_commonname:</ll> Barriguda";"splink.mun"
"Cavanillesia arborea";-41.9494;-18.8511;"BHCB";"58301";"";"Brasil";"Minas Gerais";"Governador Valadares";"Campo de Sementes";28;10;1942;"Mendes Magalh„es";"2369";"";"splink.mun"
"Cavanillesia umbellata";-46.8803;-13.7419;"HEPH";"28035";"Paiva, VF; Oliveira, MS";"Brasil";"Goi·s";"Nova Roma";"";18;8;2011;"Jesus, FPR de";"349";"¡rvore; frutos jovens de cor verde; Fruto Imaturos verdes; Beira de estrada; Relevo Inclinado";"splink.mun"
"Cavanillesia umbellata";-46.8803;-13.7419;"HEPH";"28149";"Paiva, VF; Oliveira, MS";"Brasil";"Goi·s";"Nova Roma";"";24;10;2011;"Jesus, FPR de";"351";"Pl‚ntula de mais ou menos 20cm; Fruto Imaturos verdes;; Beira de estr.interna da Reserva(Borda de cerrado; Relevo Declive";"splink.mun"
"Cavanillesia arborea";-42.8819;-20.7539;"SPF";"185119";"Valente, GE";"Brasil";"Minas Gerais";"ViÁosa";"";22;8;2007;"Valente, GE";"1976";"coleta: 22/8/2007 (flor); 15/10/2007 (fruto) e 30/11/2007 (folha).";"splink.mun"
"Cavanillesia arborea";-38.975;-11.9583;"HUEFS";"122632";"";"Brasil";"Bahia";"Santa B·rbara";"";2;7;2007;"Santos, R.M.";"1695";"TransiÁ„o caatinga - Floresta";"splink.mun"
"Cavanillesia arborea";-46.7717;-13.0367;"HUEFS";"24143";"";"Brasil";"Goi·s";"Campos Belos";"";16;8;1990;"Cavalcanti, T.B.";"713";"";"splink.mun"
"Cavanillesia umbellata";-44.0511;-12.9833;"HUEFS";"171827";"";"Brasil";"Bahia";"Santana";"localidade de Porto Novo, 8km da vila em direÁ„o a Santana.";15;3;2011;"Carvalho-Sobrinho, J.G.de";"2987";"Caatinga sobre afloramentos calc·rios.";"splink.mun"
"Cavanillesia arborea";-47.0503;-14.4486;"UEC";"70238";"Pereira, B.A.S.";"Brazil";"Goi·s";"Flores de Goi·s";"Testemunha de mata existente entre a cidade nova e a cidade velha. Mata decÌdua situada no Km 32 da estrada de terra.. Alvorada do Norte.";9;9;1994;"Pereira, B.A.S.";"2615";"¡rvore com cerca de 15 m de altura com tronco em forma de t˙nel. Casca muito espessa. Madeira rica em parÍnquima. Flores brancas.";"splink.mun"
"Cavanillesia arborea";-43.4181;-13.255;"UEC";"73105";"";"Brazil";"Bahia";"Bom Jesus da Lapa";"Estrada para Ibotirama. Caatinga.";19;8;1994;"¡rbocz, G.F.";"671";"FrutÌfero. ¡rvore de aproximadamente 25 - 30 m de altura. Fruto rosa. Estimativa de frutificaÁ„o: agosto a outubro.";"splink.mun"
"Cavanillesia arborea";-44.3617;-15.4881;"UEC";"79338";"";"Brazil";"Minas Gerais";"Janu·ria";"Fazenda Santa CecÌlia. Mata seca.";17;8;1994;"¡rbocz, G.F.";"659";"Material coletado: vegetativo. FlorÌfero. ¡rvore de aproximadamente 25 - 30 m de altura, 1,0 m DAP. Tronco com desenhos em relevo. Sem folhas, apenas flores. Flores rosas. Estimativa de florescimento: julho e agosto.";"splink.mun"
"Cavanillesia arborea (Willd.) K.Schum.";-46.8675;-13.744167;"HEPH";"32252";NA;"Brazil";"Goi√°s";NA;"Entrada de Nova Roma";25;8;2016;"Jesus, FPR de";"412";"Muito frequente; √Årvore 15m; flor creme; fruto verde, fica marrom quando maduro; Campo rupestre; solo rochoso";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-39.046944;-12.221389;"HUEFS";"195680";NA;"Brazil";"Bahia";NA;"Fazenda Cruzeiro do Moc√≥.";13;5;2013;"Queiroz, A.S.";"45";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"CVRD";"14487";"Folli, D. A";"Brazil";"Es";NA;NA;13;8;2013;"Folli, D.A.";"7103";"Mata de aluvial na cabruca cacau. <ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.331256;-19.825304;"CVRD";"13900";"Folli, D. A.";"Brazil";"Es";NA;NA;19;9;2012;"Folli, D.A.";"6914";"<ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";NA;NA;"HUEFS";"171827";NA;"Brazil";"Bahia";NA;"localidade de Porto Novo, 8km da vila em dire√ß√£o a Santana.";15;3;2011;"Carvalho-Sobrinho, J.G.de";"2987";"Caatinga sobre afloramentos calc√°rios.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-41.063611;-13.929167;"HUEFS";"171799";NA;"Brazil";"Bahia";NA;"estrada de terra para a Faz. Vargem Grande, saindo da rodovia Contendas do Sincor√°-Anag√©.";11;3;2011;"Carvalho-Sobrinho, J.G.de";"2959";"Caatinga.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-41.535278;-14.162222;"HUEFS";"171808";NA;"Brazil";"Bahia";NA;"estrada para Sussuarana, ca. 15km do entroncamento.";13;3;2011;"Carvalho-Sobrinho, J.G.de";"2968";"Caatinga.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-41.168333;-14.6375;"HUEFS";"175720";NA;"Brazil";"Bahia";NA;"estrada para a barragem.";16;7;2011;"Carvalho-Sobrinho, J.G.de";"3178";"Caatinga arb√≥rea.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-42.0725;-22.76;"HUEFS";"176071";NA;"Brazil";"Rio de Janeiro";NA;"rodovia para Cabo Frio.";4;8;2011;"Carvalho-Sobrinho, J.G.de";"3199";"Fragmento de mata estacional na beira da estrada, com Cavanillesia, Ceiba e muitas Bignoniaceae lianescentes";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-41.284297;-19.441252;"CVRD";"12533";"Folli, D. A.";"Brazil";"Mg";NA;NA;3;9;2009;"Luz, A.A. da";"508";"<ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.521111;-12.417222;"HUEFS";"132053";NA;"Brazil";"Bahia";NA;"ARIE Serra do Orob√≥, Fazenda Le√£o dos Brejos.";18;1;2008;"Cardoso, D.";"2295";"Fragmento de floresta estacional.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.5211;-12.4172;NA;"1182814";NA;"Brazil";"Bahia";"Itaberaba";"ARIE Serra do Orob√≥, Fazenda Le√£o dos Brejos.";18;1;2008;"D. B. O. S. Cardoso";"2295";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-41.577778;-12.350278;"ALCB";"82626";"Guedes, ML; Prates, ARS";"Brazil";"Bahia";NA;"Chapada Diamantina, Lagoa de Santa Rita";7;2;2008;"Ven√¢ncio, AF; Esteves, F";"25";"de ca 4 m de altura, CAP de 30 cm . Casca lisa, indiv√≠duo jovem. Folhas simples. Material est√©ril.; Floresta Estacional Dec√≠dua, Solo Raso calc√°rio.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-40.443889;-18.776944;"MBML-HERBARIO";"35647";"J.G. Carvalho Sobrinho/IX-2016";"Brazil";"Esp√≠rito Santo";NA;"√Årea de Prote√ß√£o Ambiental da Pedra do Elefante";18;7;2008;"A. M. Amorim";"7560";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-40.443889;-18.776944;"MBML_HERBARIO";"35647";"J.G. Carvalho Sobrinho/IX-2016";"Brazil";"Esp√≠rito Santo";NA;"√Årea de Prote√ß√£o Ambiental da Pedra do Elefante";18;7;2008;"A. M. Amorim";"7560";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-39.7075;-14.181389;"ALCB";"86585";"Guedes, ML";"Brazil";"Bahia";NA;"Litoral Sul, Mata da Botinha";15;9;2008;"Ramos, C.H.A.; Alves, L. de J.; Santos, CE";"402";"de ca 8 m de altura. Flores com tomentos ferrug√≠neos. Fruto alado imaturo.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-42.247222;-13.296389;"HUEFS";"119342";"R.M.Santos";"Brazil";"Bahia";NA;NA;29;4;2007;"Concei√ß√£o, A.A.";"1975";"Caatinga.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.32;-13.586111;"HUEFS";"118291";"R.M.Santos";"Brazil";"Bahia";NA;"Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'√°gua, a 24,4 Km S de S√£o F√©lix do Coribe na estrada para Coribe.";11;4;2007;"Queiroz, L.P.de";"12794";"Floresta estacional.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.183889;-12.161667;"HUEFS";"120068";NA;"Brazil";"Bahia";NA;"Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feij√£o sentido Ipir√°.";22;5;2007;"Cardoso, D.";"1981";"Floresta estacional semidec√≠dua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.968889;-12.376944;"HUEFS";"122673";NA;"Brazil";"Bahia";NA;"BR 135.";2;7;2007;"Santos, R.M.";"1736";"Caatinga arb√≥rea e afloramento de calc√°rio.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.968889;-12.376944;"HUEFS";"122710";NA;"Brazil";"Bahia";NA;"BR 135.";2;7;2007;"Santos, R.M.";"1773";"Caatinga arb√≥rea e afloramento de calc√°rio.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.666667;-14.381389;"HUEFS";"126672";NA;"Brazil";"Bahia";NA;"Faz. de Joel Gonzaga.";18;7;2007;"Valad√£o, R.de M.";"606";"Mata dec√≠dua, antropizada.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-42.225556;-13.290833;"HUEFS";"121638";NA;"Brazil";"Bahia";NA;"Caieiras.";5;7;2007;"Concei√ß√£o, A.A.";"2393";"Caatinga arb√≥rea.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-44.666667;-14.381389;"ALCB";"80074";"Guedes, ML";"Brazil";"Bahia";NA;"Oeste, Faz. de Joel Gonzaga";18;7;2007;"Valad√£o, R. de M.; Guedes, ML";"606";"de ca 15 m de altura. Infloresc√™ncia c√°lice com tomentos ferrug√≠neos, bot√µes r√≥seos, p√©talas e estames alvos. Frutos imaturos jovens verdes.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"HUEFS";"122632";NA;"Brazil";"Bahia";NA;NA;2;7;2007;"Santos, R.M.";"1695";"Transi√ß√£o caatinga - Floresta";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.43;-20.095556;"MBML_HERBARIO";"31618";"V. Demuner 30/08/2007";"Brazil";"Esp√≠rito Santo";NA;"Colina Verde, Morro do Agudo, D. Maria";30;8;2007;"R.R. Vervloet";"3370";"√Årvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.43;-20.095556;"MBML-HERBARIO";"31618";"V. Demuner 30/08/2007";"Brazil";"Esp√≠rito Santo";NA;"Colina Verde, Morro do Agudo, D. Maria";30;8;2007;"R.R. Vervloet";"3370";"√Årvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.915972;-19.891611;"BHCB";"130224";NA;"Brazil";"Minas Gerais";NA;"Museu de Hist√≥ria Natural e Jardim Bot√¢nico UFMG, Coletada na √°rea das plantas medicinais. √Årea 7.";28;9;2007;"Felix, DF; Massensini J√∫nior, A";"268";"Arb√≥rea de 20 a 25 metros de altura. Fruto s√¢mara penta-alada de cor beje escura.; DESC: Arb√≥rea de 20 a 25 metros de altura. Fruto s√¢mara penta-alada de cor beje escura.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.548611;-14.274444;"HUEFS";"128853";NA;"Brazil";"Bahia";NA;"Faz. S√£o Domingos.";22;9;2007;"Guedes, M.L.S.";"13601";"Mata de Galeria.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-74.306111;-11.1425;"E";"E00509174";NA;"Peru";"Jun√≠n";NA;"Road Puerto Ocopa - Atalaya";25;9;2007;"Pennington, R.Toby";"1927";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"CVRD";"10544";"Folli, D. A.";"Brazil";"Mg";NA;NA;7;11;2007;"Folli, D.A.";"5762";"<ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.431667;-20.093889;"MBML-HERBARIO";"27156";"V. Demuner & L.F.S. Magnago, 14-set-06";"Brazil";"Esp√≠rito Santo";NA;"Morro Agudo, Prop.: Dona Maria";14;9;2006;"V. Demuner";"2884";"√Årvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.431667;-20.093889;"MBML_HERBARIO";"27156";"V. Demuner & L.F.S. Magnago, 14-set-06";"Brazil";"Esp√≠rito Santo";NA;"Morro Agudo, Prop.: Dona Maria";14;9;2006;"V. Demuner";"2884";"√Årvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.734722;-18.906944;"MBML-HERBARIO";"28319";"V. Demuner & L.F.S. Magnago, 17-out-06";"Brazil";"Esp√≠rito Santo";NA;"16 de Abril";17;10;2006;"V. Demuner";"2905";"√Årvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.734722;-18.906944;"MBML_HERBARIO";"28319";"V. Demuner & L.F.S. Magnago, 17-out-06";"Brazil";"Esp√≠rito Santo";NA;"16 de Abril";17;10;2006;"V. Demuner";"2905";"√Årvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"CVRD";"9823";"Folli, D. A.";"Brazil";"Es";NA;NA;1;11;2006;"Folli, D.A.";"5395";"Fazenda 3 Marias <ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.953333;-12.378889;"HUEFS";"94359";"R.M.Santos";"Brazil";"Bahia";NA;"BR 135, em dire√ß√£o √† Inha√∫mas.";6;4;2005;"Carvalho-Sobrinho, J.G.de";"475";"Mata semidecidual (cerrado) com Cavanilesia, Pseudobombax.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-68.527778;-14.235;"MO";"2879912";"A. Fuentes (LPB)";"Bolivia, Plurinational State of";"La Paz";"Franz Tamayo";"√Årea Natural de Manejo Integrado Madidi, Azariamas, frente al arroyo Jaukantista.  Terraza antigua. Plantas NO alcoholizadas.";29;9;2005;"L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano";"Cayola P√©rez 1818";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-68.51111;-14.21277;"MO";"2881035";"A. Fuentes (LPB)";"Bolivia, Plurinational State of";"La Paz";"Franz Tamayo";"Parque Nacional Madidi, Azariamas, arroyo San Roque. Bosque de yungas subandino pluviestacional con Pentaplaris davidsmithii y Erythrochiton fallax. Fondo de valle. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.";11;10;2005;"L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano";"Cayola P√©rez 2004";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.178889;-13.421389;"HUEFS";"72759";"J.G.de Carvalho-Sobrinho";"Brazil";"Bahia";NA;"2 km na estrada para Lagoinha.";17;7;2003;"Leite, K.R.B";"301";"√Årea de transi√ß√£o cerrado-caatinga";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.723889;-14.539167;"HUEFS";"176843";NA;"Brazil";"Goi√°s";NA;"Fazenda It√∫, (Sr. Felipe). Ponto 3.";25;8;2003;"Sevilha, A.C.";"3084";"Cerrado (Floresta Estacional Decidual).";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.723889;-14.539167;"CNMT";"3358";NA;"Brazil";"Goi√°s";NA;"Fazenda It√∫";25;8;2003;"Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.";"3084";"Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo Quartzor√™nico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola Vin√°ceo, Estame Brancos ; Sobre afloramento calc√°rio.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.723889;-14.539167;"CNMT";"3313";NA;"Brazil";"Goi√°s";NA;"Fazenda It√∫";25;8;2003;"Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.";"3084";"Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo Quartzor√™nico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola Vin√°ceo, Estame Brancos ; Sobre afloramento calc√°rio.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-67.78861;-14.98777;"MO";"1749941";"I. Loza (LPB)";"Bolivia, Plurinational State of";"La Paz";"Franz Tamayo";"Parque Nacional Madidi, r√≠o Quendeque, detr√°s del campamento ""Retamas"". Bosque amaz√≥nico pluviestacional h√∫medo, de piedemonte subandino, bien drenado, con Pentaplaris davidsmithii, Arecaceae spp, Annonaceae spp, Burseraceae spp, Moraceae spp. En terraza antigua. Parcela Temporal de Muestreo (0.1 ha) 4.";28;1;2002;"D. De la Quintana";"De la Quintana 174";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-67.79333;-14.97666;"MO";"1764448";"V. Cardona, Rev. W. Alverson (F)";"Bolivia, Plurinational State of";"La Paz";"Franz Tamayo";"Parque Madidi, orilla izquierda R√≠o Quendeque, una hora del campamento Retamas. bosque bajo, con muchas palmeras, bejucos, en el sotobosque muchas marantaceas y Asplundia";25;1;2002;"Renate Seidel|et al.";"Seidel 8450";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-67.956111;-14.367222;"MO";"1854564";"I. Loza (LPB)";"Bolivia, Plurinational State of";"La Paz";"Abel Iturralde";"√Årea Natural de Manejo Integrado Madidi. Arroyo Rudidi, sobre el R√≠o Tuichi.";14;10;2002;"Alejandro Araujo M.|H√©ctor Cabrera|M.H. Calzadilla|Fabiola Torrico|Leopoldo Lucia|L. Quetehuari|Justino Navi|Marcelino Villanueva";"Araujo Murakami 374";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";0;-15.210278;"BHCB";"64840";NA;"Brazil";"Minas Gerais";NA;"Furados.";19;10;2001;"Lombardi, JA; Dulith, JHA & Semir, J";"4448";"√°reas mais elevadas de carrasco em volta do lageado, terreno argiloso. √Årvore, ca. 25 m, sem folhas, frutos caidos, pl√¢ntulas emergindo, cotil√©dones carnosos; DESC: √°reas mais elevadas de carrasco em volta do lageado, terreno argiloso. √Årvore, ca. 25 m,";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.859167;-15.210278;"UEC";"123679";NA;"Brazil";"Minas Gerais";NA;"Furados, lado esq. da estrada Jaiba/ mocambinho";19;10;2001;"Lombardi, J.A.; Dutilh, J.H.A.; Semir, J.";"4449";"√Åreas mais elevadas de carrasco em volta do lageado, terreno argiloso. √Årvore, ca. 25m, sem folhas, frutos caidos, pl√¢ntulas emergindo, cotil√©dones carnosos";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.7725;-13.615556;"HUEFS";"176785";NA;"Brazil";"Goi√°s";NA;"Fazenda Flor do Ermo.Prop. Jos√© Pereira.,";8;8;1999;"Sevilha, A.C.";"1823";"Mata dec√≠dua.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.916667;-14.333333;"UB";"148743";NA;"Brazil";"Minas Gerais";NA;"Between Caninanha and Manga.";4;8;1998;"Ratter, JA";"8061";"Flowers orange-scarlet. Fruits dark rose colour.; Tree 20m tall.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.5286;-15.1581;NA;"01806803";"J. A. Kallunki";"Brazil";"Bahia";"Jussari";"Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimosos. RPPN Serra do Teimoso";13;8;1998;"A. M. Amorim";"2467";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.916667;-14.333333;"E";"E00100860";NA;"Brazil";"State of Minas Gerais";NA;"Municipio de Manga.Between Caninanha and Manga. Between Caninanha and Manga";4;8;1998;"Ratter, James Alexander";"R8061";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.528611;-15.158056;"MO";"100658377";"J. Kallunki";"Brazil";"Bahia";"Jussari";"Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimosos. RPPN Serra do Teimoso. Mata Mes√≥fila.";13;8;1998;"Andr√© M. Amorim|Jomar G. Jardim|L.M. Berbert|J. Lima Paix√£o";"Amorim 2467";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.916667;-14.333333;"E";"E00100859";NA;"Brazil";"State of Minas Gerais";NA;"Municipio de Manga.Between Caninanha and Manga. Between Caninanha and Manga";4;8;1998;"Ratter, James Alexander";"R8061";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-70.26083;-3.81692;"COAH";"33296";"C√°rdenas, D.";"Colombia";"Amazonas";"Leticia";"PNN Amacayacu, sector de Mata-Mat√°.";20;8;1998;"Arias-G., J.C.";"559";"Ejemplar bot√°nico";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-70.54944;-3.76115;"COAH";"33513";"C√°rdenas, D.";"Colombia";"Amazonas";"Puerto Nari√±o";"San Pedro de Tipisca, r√≠o Loretoyac√∫ (afluente del r√≠o Amazonas), terraza baja, moderadamente disectadas";30;8;1996;"Posada, A.";"2548";"Ejemplar bot√°nico";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.58;-13.92;NA;"778774";"B. A. S. Pereira";"Brazil";"Goi√°s";"Guarani de Goi√°s";"No. km 16 da estrada Posse/Guarani de Goi√°s.";13;8;1995;"B. A. S. Pereira";"2819";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";NA;NA;"HPL";"4291";"V.C. Souza";"Brazil";"Ba";NA;"Coletada na estrada para Barreiras.";18;8;1994;"H. Lorenzi";"1601";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";NA;NA;"HPL";"4292";"V.C. Souza";"Brazil";"Mg";NA;"Coletada na fazenda Santa cec√≠lia de Sebasti√£o Mentans.";18;8;1994;"H. Lorenzi";"1649";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"2206906";NA;"Brazil";"Goi√É¬°s";"Flores de Goias";"Alvorada do Norte.";9;9;1994;"B. A. S. Pereira";"2615";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-73.5;-4.166667;"MO";"188621";NA;"Peru";"Loreto";"Maynas";"Distrito Iquitos. Allpahuayo, estaci√≥n IIAP. Bosque primario.";14;10;1993;"Rodolfo V√°squez";"V√°squez Mart√≠nez 18338";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-68;-15.5;"Botany";NA;"R. Seidel";"Bolivia, Plurinational State of";"La Paz";NA;NA;26;2;1992;"R. Seidel";"5706";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-70.25;-3.7;"FMB";"FMB-053862";"Fern√°ndez-Alonso, Jos√©";"Colombia";"Amazonas";"Leticia";"Alrededores de la quebrada Agua Pudre";24;3;1992;"Rudas, Agust√≠n; Giraldo, D.; Tuberguias, D.; Uribe, F.";"3613";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-70.25;-3.733333;"HUIS";"11111";"A. Rudas";"Colombia";"Amazonas";"Leticia";"Parque Nacional Natural Amacayacu, quebrada Agua Pudre";24;3;1992;"Rudas A.";"3613";"√Årbol # 1146 de 10 m. x 24.3 cm";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-70.25;-3.7;"MO";"189845";"A. Rudas (COL)";"Colombia";"Amazonas";NA;"Municipio de Leticia. Parque Nacional Natural Amacayacu. Alrededores de la quebrada Agua Pudre en bosque de terra firme. Parcela E, No. 17.";24;3;1992;"Agustin Rudas L.|Diego Giraldo-Ca√±as|et al.";"Rudas Lleras 3613";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";NA;NA;"MO";"1715469";"R. Foster, 89";"Bolivia, Plurinational State of";"Beni";NA;NA;29;5;1992;"Stephan G. Beck";"Beck 16640";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-69.05;-12.48333;"MO";"189926";"R. Vasquez (MO)";"Peru";"Madre de Dios";"Tambopata";"Las Piedras. Cusco Amaz√≥nico. Inventario Permanente. Plantas colectadas en trocha F y I.";29;10;1991;"Mart√≠n E. Timan√°|Nestor Jaramillo";"Timan√° 2868";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-69.05;-12.48333;"MO";"189932";"R. Vasquez (MO)";"Peru";"Madre de Dios";"Tambopata";"Las Piedras. Cusco Amaz√≥nico. Inventario Permanente. Plantas colectadas en trocha F y I.";29;10;1991;"Mart√≠n E. Timan√°|Nestor Jaramillo";"Timan√° 2871";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-69.05;-12.58333;"MO";"190183";"M. Timana (MO)";"Peru";"Madre de Dios";"Tambopata";"Cusco Amaz√≥nico Lodge. TREEPLOTS";16;4;1990;"Percy N√∫√±ez V.";"N√∫√±ez Vargas 12121";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"HUEFS";"24143";NA;"Brazil";"Goi√°s";NA;NA;16;8;1990;"Cavalcanti, T.B.";"713";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-65.5;-14;"Botany";NA;"R. B. Foster : Field Museum of Natural History";"Bolivia, Plurinational State of";"Beni";NA;NA;28;5;1988;"S. G. Beck";"16640";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-72.933;-3.241;"MO";"190042";"R. Vasquez (MO)";"Peru";"Loreto";"Maynas";"Yanamono, Explorama Tourist Camp, halfway between Indiana and mouth of R√≠o Napo, non- flooded forest on rather fertile soil.";30;7;1988;"H. van der Werff|et al.";"van der Werff 9853";NA;"gbif"
