scientificname	longitude	latitude	collectioncode	catalognumber	identifiedby	country	stateprovince	county	locality	daycollected	monthcollected	yearcollected	collector	collectornumber	notes	source
Cavanillesia umbellata	-40.734722	-18.906944	MBML_HERBARIO	28319	V. Demuner & L.F.S. Magnago, 17-out-06	Brazil	ES	NA	16 de Abril	17	10	2006	V. Demuner	2905	Ãrvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.	gbif
Cavanillesia umbellata	-40.431667	-20.093889	MBML-HERBARIO	27156	V. Demuner & L.F.S. Magnago, 14-set-06	Brasil	ES	Santa Leopoldina	Morro Agudo, Prop.: Dona Maria	14	9	2006	V. Demuner	2884	Árvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.	splink
Cavanillesia umbellata	-40.734722	-18.906944	MBML-HERBARIO	28319	V. Demuner & L.F.S. Magnago, 17-out-06	Brasil	ES	Águia Branca	16 de Abril	17	10	2006	V. Demuner	2905	Árvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.	splink
Cavanillesia umbellata	-40.43	-20.095556	MBML-HERBARIO	31618	V. Demuner 30/08/2007	Brasil	ES	Santa Leopoldina	Colina Verde, Morro do Agudo, D. Maria	30	8	2007	R.R. Vervloet	3370	Árvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.	splink
Cavanillesia umbellata	-40.443889	-18.776944	MBML-HERBARIO	35647	J.G. Carvalho Sobrinho/IX-2016	Brasil	ES	Nova Venécia	Área de Proteção Ambiental da Pedra do Elefante	18	7	2008	A. M. Amorim	7560		splink
Cavanillesia umbellata	-46.724306	-14.539583	CNMT	3313		Brasil	GO	Alvorada do Norte	Fazenda Itú	25	8	2003	Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.	3084	Cerca de 12 metros de altura	splink
Cavanillesia umbellata	-46.723889	-14.539167	CNMT	3313		Brasil	GO	Alvorada do Norte	Fazenda Itú	25	8	2003	Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.	3084	Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo Quartzorênico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola Vináceo, Estame Brancos ; Sobre afloramento calcário.	splink
Cavanillesia umbellata	-46.723889	-14.539167	CNMT	3358		Brasil	GO	Alvorada do Norte	Fazenda Itú	25	8	2003	Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.	3084	Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo Quartzorênico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola Vináceo, Estame Brancos ; Sobre afloramento calcário.	splink
Cavanillesia umbellata	-46.58	-13.92	NYBG_BR	778774	B. A. S. Pereira	Brasil	GO	Guarani de Goiás	No. km 16 da estrada Posse/Guarani de Goiás.	13	8	1995	B. A. S. Pereira	2819	<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798383\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>	splink
Cavanillesia umbellata	-46.8675	-13.744167	HEPH	32252		Brasil	GO	Nova Roma	Entrada de Nova Roma	25	8	2016	Jesus, FPR de	412	Muito frequente; Árvore 15m; flor creme; fruto verde, fica marrom quando maduro; Campo rupestre; solo rochoso	splink
Cavanillesia umbellata	-46.7725	-13.615556	HUEFS	176785		Brasil	GO	São Domingos	Fazenda Flor do Ermo.Prop. José Pereira.,	8	8	1999	Sevilha, A.C.	1823	Mata decídua.	splink
Cavanillesia umbellata	-46.723889	-14.539167	HUEFS	176843		Brasil	GO	Alvorada do Norte	Fazenda Itú, (Sr. Felipe). Ponto 3.	25	8	2003	Sevilha, A.C.	3084	Cerrado (Floresta Estacional Decidual).	splink
Cavanillesia umbellata	-46.4803	-13.9358	UB	NA	Pereira, BAS	Brasil	GO	Guarani de Goiás		NA	NA	1996	Pereira, BAS	3121	.	splink.mun
Cavanillesia umbellata	-46.8803	-13.7419	HEPH	NA	Paiva, VF; Oliveira, MS	Brasil	GO	Nova Roma		18	8	2011	Jesus, FPR de	349	Árvore; frutos jovens de cor verde; Fruto Imaturos verdes; Beira de estrada; Relevo Inclinado	splink.mun
Cavanillesia umbellata	-46.8803	-13.7419	HEPH	NA	Paiva, VF; Oliveira, MS	Brasil	GO	Nova Roma		24	10	2011	Jesus, FPR de	351	Plântula de mais ou menos 20cm; Fruto Imaturos verdes;; Beira de estr.interna da Reserva(Borda de cerrado; Relevo Declive	splink.mun
Cavanillesia umbellata	-46.7717	-13.0367	HUEFS	24143		Brasil	GO	Campos Belos		16	8	1990	Cavalcanti, T.B.	713		splink.mun
Cavanillesia umbellata	-47.0503	-14.4486	UEC	NA	Pereira, B.A.S.	Brazil	GO	Flores de Goiás	Testemunha de mata existente entre a cidade nova e a cidade velha. Mata decídua situada no Km 32 da estrada de terra.. Alvorada do Norte.	9	9	1994	Pereira, B.A.S.	2615	Árvore com cerca de 15 m de altura com tronco em forma de túnel. Casca muito espessa. Madeira rica em parênquima. Flores brancas.	splink.mun
Cavanillesia umbellata	-46.8675	-13.744167	HEPH	32252	NA	Brazil	GO	NA	Entrada de Nova Roma	25	8	2016	Jesus, FPR de	412	Muito frequente; Ãrvore 15m; flor creme; fruto verde, fica marrom quando maduro; Campo rupestre; solo rochoso	gbif
Cavanillesia umbellata	-46.723889	-14.539167	HUEFS	176843	NA	Brazil	GO	NA	Fazenda ItÃº, (Sr. Felipe). Ponto 3.	25	8	2003	Sevilha, A.C.	3084	Cerrado (Floresta Estacional Decidual).	gbif
Cavanillesia umbellata	-46.723889	-14.539167	CNMT	3358	NA	Brazil	GO	NA	Fazenda ItÃº	25	8	2003	Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.	3084	Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo QuartzorÃªnico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola VinÃ¡ceo, Estame Brancos ; Sobre afloramento calcÃ¡rio.	gbif
Cavanillesia umbellata	-46.723889	-14.539167	CNMT	3313	NA	Brazil	GO	NA	Fazenda ItÃº	25	8	2003	Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.	3084	Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo QuartzorÃªnico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola VinÃ¡ceo, Estame Brancos ; Sobre afloramento calcÃ¡rio.	gbif
Cavanillesia umbellata	-46.7725	-13.615556	HUEFS	176785	NA	Brazil	GO	NA	Fazenda Flor do Ermo.Prop. JosÃ© Pereira.,	8	8	1999	Sevilha, A.C.	1823	Mata decÃ­dua.	gbif
Cavanillesia umbellata	-46.58	-13.92	NA	778774	B. A. S. Pereira	Brazil	GO	Guarani de GoiÃ¡s	No. km 16 da estrada Posse/Guarani de GoiÃ¡s.	13	8	1995	B. A. S. Pereira	2819	NA	gbif
Cavanillesia umbellata	-46.8675	-13.744167	HEPH	32252	NA	Brazil	GO	NA	Entrada de Nova Roma	25	8	2016	Jesus, FPR de	412	Muito frequente; Ãrvore 15m; flor creme; fruto verde, fica marrom quando maduro; Campo rupestre; solo rochoso	gbif
Cavanillesia umbellata	-46.723889	-14.539167	HUEFS	176843	NA	Brazil	GO	NA	Fazenda ItÃº, (Sr. Felipe). Ponto 3.	25	8	2003	Sevilha, A.C.	3084	Cerrado (Floresta Estacional Decidual).	gbif
Cavanillesia umbellata	-46.723889	-14.539167	CNMT	3358	NA	Brazil	GO	NA	Fazenda ItÃº	25	8	2003	Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.	3084	Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo QuartzorÃªnico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola VinÃ¡ceo, Estame Brancos ; Sobre afloramento calcÃ¡rio.	gbif
Cavanillesia umbellata	-46.723889	-14.539167	CNMT	3313	NA	Brazil	GO	NA	Fazenda ItÃº	25	8	2003	Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.	3084	Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo QuartzorÃªnico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola VinÃ¡ceo, Estame Brancos ; Sobre afloramento calcÃ¡rio.	gbif
Cavanillesia umbellata	-46.7725	-13.615556	HUEFS	176785	NA	Brazil	GO	NA	Fazenda Flor do Ermo.Prop. JosÃ© Pereira.,	8	8	1999	Sevilha, A.C.	1823	Mata decÃ­dua.	gbif
Cavanillesia umbellata	-46.58	-13.92	NA	778774	B. A. S. Pereira	Brazil	GO	Guarani de GoiÃ¡s	No. km 16 da estrada Posse/Guarani de GoiÃ¡s.	13	8	1995	B. A. S. Pereira	2819	NA	gbif
Cavanillesia umbellata	-47.0503	-14.4486	NMNH_BOTANY_BR	2206906		Brazil	GO	Flores de Goias	Alvorada do Norte.	9	9	1994	B. A. S. Pereira	2615		splink.mun
Cavanillesia umbellata	-75.8333	-9.5	Botany	NA	A. H. Gentry	Peru	Hu<U+FFFD>nuco	NA	NA	31	5	1983	A. H. Gentry	41362	NA	gbif
Cavanillesia umbellata	-75.01666	-8.75	MO	189022	A. Gentry	Peru	HuÃ¡nuco	NA	Km 11 to Km 12. Carretera Marginal (in construction) S of Pucallpa-  Tingo Maria road at Bosque von Humboldt.	31	5	1983	Alwyn H. Gentry|Nestor Jaramillo	Gentry 41362	NA	gbif
Cavanillesia umbellata	-74.306111	-11.1425	E	E00509174	NA	Peru	JunÃ­n	NA	Road Puerto Ocopa - Atalaya	25	9	2007	Pennington, R.Toby	1927	NA	gbif
Cavanillesia umbellata	-68.527778	-14235	MO	2879912	A. Fuentes (LPB)	Bolivia, Plurinational State of	La Paz	Franz Tamayo	Ãrea Natural de Manejo Integrado Madidi, Azariamas, frente al arroyo Jaukantista.  Terraza antigua. Plantas NO alcoholizadas.	29	9	2005	L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano	Cayola PÃ©rez 1818	NA	gbif
Cavanillesia umbellata	-68.51111	-14.21277	MO	2881035	A. Fuentes (LPB)	Bolivia, Plurinational State of	La Paz	Franz Tamayo	Parque Nacional Madidi, Azariamas, arroyo San Roque. Bosque de yungas subandino pluviestacional con Pentaplaris davidsmithii y Erythrochiton fallax. Fondo de valle. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.	11	10	2005	L. Cayola|C. Campos|A.S. Poma C.|Remberto Jove|H. Urbano	Cayola PÃ©rez 2004	NA	gbif
Cavanillesia umbellata	-67.78861	-14.98777	MO	1749941	I. Loza (LPB)	Bolivia, Plurinational State of	La Paz	Franz Tamayo	Parque Nacional Madidi, rÃ­o Quendeque, detrÃ¡s del campamento "Retamas". Bosque amazÃ³nico pluviestacional hÃºmedo, de piedemonte subandino, bien drenado, con Pentaplaris davidsmithii, Arecaceae spp, Annonaceae spp, Burseraceae spp, Moraceae spp. En terraza antigua. Parcela Temporal de Muestreo (0.1 ha) 4.	28	1	2002	D. De la Quintana	De la Quintana 174	NA	gbif
Cavanillesia umbellata	-67.79333	-14.97666	MO	1764448	V. Cardona, Rev. W. Alverson (F)	Bolivia, Plurinational State of	La Paz	Franz Tamayo	Parque Madidi, orilla izquierda RÃ­o Quendeque, una hora del campamento Retamas. bosque bajo, con muchas palmeras, bejucos, en el sotobosque muchas marantaceas y Asplundia	25	1	2002	Renate Seidel|et al.	Seidel 8450	NA	gbif
Cavanillesia umbellata	-67.956111	-14.367222	MO	1854564	I. Loza (LPB)	Bolivia, Plurinational State of	La Paz	Abel Iturralde	Ãrea Natural de Manejo Integrado Madidi. Arroyo Rudidi, sobre el RÃ­o Tuichi.	14	10	2002	Alejandro Araujo M.|HÃ©ctor Cabrera|M.H. Calzadilla|Fabiola Torrico|Leopoldo Lucia|L. Quetehuari|Justino Navi|Marcelino Villanueva	Araujo Murakami 374	NA	gbif
Cavanillesia umbellata	-68	-15.5	Botany	NA	R. Seidel	Bolivia, Plurinational State of	La Paz	NA	NA	26	2	1992	R. Seidel	5706	NA	gbif
Cavanillesia umbellata	-73.5	-4.166667	MO	188621	NA	Peru	Loreto	Maynas	Distrito Iquitos. Allpahuayo, estaciÃ³n IIAP. Bosque primario.	14	10	1993	Rodolfo VÃ¡squez	VÃ¡squez MartÃ­nez 18338	NA	gbif
Cavanillesia umbellata	-72933	-3241	MO	190042	R. Vasquez (MO)	Peru	Loreto	Maynas	Yanamono, Explorama Tourist Camp, halfway between Indiana and mouth of RÃ­o Napo, non- flooded forest on rather fertile soil.	30	7	1988	H. van der Werff|et al.	van der Werff 9853	NA	gbif
Cavanillesia umbellata	-73.33333	-4.58333	MO	190325	J.L. Fernandez A. (COL)	Peru	Loreto	Maynas	Dtto. Iquitos, Km 42 Carretera Iquitos-Nauta. Bosque primario.	18	8	1987	Rodolfo VÃ¡squez|Nestor Jaramillo	VÃ¡squez MartÃ­nez 9378	NA	gbif
Cavanillesia umbellata	-76.46666	-2.8	MO	188341	A. Gentry	Peru	Loreto	Alto Amazonas	Andoas, RÃ­o Pastaza near Ecuador border. Mature and disturbed forest on lateritic soil.	14	8	1980	Alwyn H. Gentry|Rodolfo VÃ¡squez|Nestor Jaramillo	Gentry 29688	NA	gbif
Cavanillesia umbellata	-69.05	-12.48333	MO	189926	R. Vasquez (MO)	Peru	Madre de Dios	Tambopata	Las Piedras. Cusco AmazÃ³nico. Inventario Permanente. Plantas colectadas en trocha F y I.	29	10	1991	MartÃ­n E. TimanÃ¡|Nestor Jaramillo	TimanÃ¡ 2868	NA	gbif
Cavanillesia umbellata	-69.05	-12.48333	MO	189932	R. Vasquez (MO)	Peru	Madre de Dios	Tambopata	Las Piedras. Cusco AmazÃ³nico. Inventario Permanente. Plantas colectadas en trocha F y I.	29	10	1991	MartÃ­n E. TimanÃ¡|Nestor Jaramillo	TimanÃ¡ 2871	NA	gbif
Cavanillesia umbellata	-69.05	-12.58333	MO	190183	M. Timana (MO)	Peru	Madre de Dios	Tambopata	Cusco AmazÃ³nico Lodge. TREEPLOTS	16	4	1990	Percy NÃºÃ±ez V.	NÃºÃ±ez Vargas 12121	NA	gbif
Cavanillesia umbellata	-70.25	-12	Botany	NA	NA	Peru	Madre de Dios	NA	NA	29	7	1984	R. B. Foster	9716	NA	gbif
Cavanillesia umbellata	-70.25	-12	Botany	NA	NA	Peru	Madre de Dios	NA	NA	30	9	1980	R. B. Foster	5432	NA	gbif
Cavanillesia umbellata	-70.25	-12	Botany	NA	NA	Peru	Madre de Dios	NA	NA	30	9	1980	R. B. Foster	5432	NA	gbif
Cavanillesia umbellata	-71.366667	-11.9	MO	1452491	A. Gentry	Peru	Madre de Dios	NA	Trails 4, 5 and 9, Cashu Cocha Camp, Manu National Park.	21	10	1979	Alwyn H. Gentry|James Aronson|RamÃ³n RamÃ­rez Catauga	Gentry 27075	NA	gbif
Cavanillesia umbellata	-41.284297	-19.441252	CVRD	12533	Folli, D. A.	Brazil	MG	NA	NA	3	9	2009	Luz, A.A. da	508	<ll>dwc_commonname:</ll> Barriguda	gbif
Cavanillesia umbellata	-41.284297	-19.441252	CVRD	12533	Folli, D. A.	Brazil	MG	NA	NA	3	9	2009	Luz, A.A. da	508	<ll>dwc_commonname:</ll> Barriguda	gbif
Cavanillesia umbellata	-41.284297	-19.441252	CVRD	12533	Folli, D. A.	BRASIL	MG	ITUETA		3	9	2009	Luz, A.A. da	508	<ll>dwc_commonname:</ll> Barriguda	splink
Cavanillesia umbellata	-44.3617	-15.4881	HPL	4292	V.C. Souza	Brasil	MG	Januária	Coletada na fazenda Santa cecília de Sebastião Mentans.	18	8	1994	H. Lorenzi	1649		splink.mun
Cavanillesia umbellata	-41.1703	-19.3942	CVRD	10544	Folli, D. A.	BRASIL	MG	ITUETA		7	11	2007	Folli, D.A.	5762	<ll>dwc_commonname:</ll> Barriguda	splink.mun
Cavanillesia umbellata	-43.859167	-15.210278	UEC	123679	NA	Brazil	MG	NA	Furados, lado esq. da estrada Jaiba/ mocambinho	19	10	2001	Lombardi, J.A.; Dutilh, J.H.A.; Semir, J.	4449	Ãreas mais elevadas de carrasco em volta do lageado, terreno argiloso. Ãrvore, ca. 25m, sem folhas, frutos caidos, plÃ¢ntulas emergindo, cotilÃ©dones carnosos	gbif
Cavanillesia umbellata	-43.916667	-14.333333	UB	148743	NA	Brazil	MG	NA	Between Caninanha and Manga.	4	8	1998	Ratter, JA	8061	Flowers orange-scarlet. Fruits dark rose colour.; Tree 20m tall.	gbif
Cavanillesia umbellata	-43.859167	-15.210278	UEC	123679	NA	Brazil	MG	NA	Furados, lado esq. da estrada Jaiba/ mocambinho	19	10	2001	Lombardi, J.A.; Dutilh, J.H.A.; Semir, J.	4449	Ãreas mais elevadas de carrasco em volta do lageado, terreno argiloso. Ãrvore, ca. 25m, sem folhas, frutos caidos, plÃ¢ntulas emergindo, cotilÃ©dones carnosos	gbif
Cavanillesia umbellata	-43.916667	-14.333333	UB	148743	NA	Brazil	MG	NA	Between Caninanha and Manga.	4	8	1998	Ratter, JA	8061	Flowers orange-scarlet. Fruits dark rose colour.; Tree 20m tall.	gbif
Cavanillesia umbellata	-44.3617	-15.4881	HMC	NA	Santos R.M.	Brasil	MG	Januária	APA do Rio Pandeiros	16	8	2009	Menino, G.C.O.; Braga, L.L.; Coutinho,C.A.; Oliveira, M.H.; Silva, W.A.;		Ilha 5	splink.mun
Cavanillesia umbellata	-43.9322	-14.7558	HMC	NA	Santos R.M.	Brasil	MG	Manga	Parque Estadual da Mata Seca	10	2	2010	Luz, G.R.; Coutinho, E.S.; Dantas, I.M.; Mota, G.S.; Mota, N.M.; Oliveira, M.H.; Rodrigues, P.L.; Silva, D.L.; Souza, M.L.; Souza, S.R.; Veloso, C.V.R.A.;	76		splink.mun
Cavanillesia umbellata	-44.3617	-15.4881	UEC	NA		Brazil	MG	Januária	Fazenda Santa Cecília. Mata seca.	17	8	1994	Árbocz, G.F.	659	Material coletado: vegetativo. Florífero. Árvore de aproximadamente 25 - 30 m de altura, 1,0 m DAP. Tronco com desenhos em relevo. Sem folhas, apenas flores. Flores rosas. Estimativa de florescimento: julho e agosto.	splink.mun
Cavanillesia umbellata	-34.8811	-8.05389	IPA	NA	Bocage, A.	Brasil	PE	Recife	Dois Irmãos, Praça de Dois Irmãos.	NA	3	1997	Alves, J.L.H.	IPA-56095		splink.mun
Cavanillesia umbellata	-42.0725	-22.76	HUEFS	176071	NA	Brazil	RJ	NA	rodovia para Cabo Frio.	4	8	2011	Carvalho-Sobrinho, J.G.de	3199	Fragmento de mata estacional na beira da estrada, com Cavanillesia, Ceiba e muitas Bignoniaceae lianescentes	gbif
Cavanillesia umbellata	-42.0725	-22.76	HUEFS	176071		Brasil	RJ	São Pedro da Aldeia	rodovia para Cabo Frio.	4	8	2011	Carvalho-Sobrinho, J.G.de	3199	Fragmento de mata estacional na beira da estrada, com Cavanillesia, Ceiba e muitas Bignoniaceae lianescentes	splink
Cavanillesia umbellata	-35.2378	-6.07472	MAC	NA	R.A.Costa	Brasil	RN	São José de Mipibú	Tropical Eco Resort.	22	10	2006	R.A.Costa	34	Árvore. Flores amarelas. Frutos verdes.HABITAT:Borda da Mata.;	splink.mun
Cavanillesia umbellata	-43.916667	-14.333333	E	E00100860	NA	Brazil	MG	NA	Municipio de Manga.Between Caninanha and Manga. Between Caninanha and Manga	4	8	1998	Ratter, James Alexander	R8061	NA	gbif
Cavanillesia umbellata	-43.916667	-14.333333	E	E00100859	NA	Brazil	MG	NA	Municipio de Manga.Between Caninanha and Manga. Between Caninanha and Manga	4	8	1998	Ratter, James Alexander	R8061	NA	gbif
Cavanillesia umbellata	-43.916667	-14.333333	E	E00100860	NA	Brazil	MG	NA	Municipio de Manga.Between Caninanha and Manga. Between Caninanha and Manga	4	8	1998	Ratter, James Alexander	R8061	NA	gbif
Cavanillesia umbellata	-43.916667	-14.333333	E	E00100859	NA	Brazil	MG	NA	Municipio de Manga.Between Caninanha and Manga. Between Caninanha and Manga	4	8	1998	Ratter, James Alexander	R8061	NA	gbif
Cavanillesia umbellata	-75.033333	-9.683333	MO	1483389	A. Gentry	Peru	Ucayali	NA	Carretera Marginal, 22 km S of Km 86.	11	2	1981	Alwyn H. Gentry|Sue Libenson|Kenneth Young|Mark E. Olson	Gentry 31213	NA	gbif
